_id,full_name,email,ssn,ip_address,zip_code,credit_history_months,debt_to_income,savings_balance,loan_approved,interest_rate,approved_amount,rejection_reason,spend_total_monthly,loan_purpose,processing_timestamp,dq_flag_missing,gender,date_of_birth,age,annual_income,dq_flag_neg_credit,dq_flag_extreme_income,dq_flag_impossible_dti,dq_flag_underage,dq_flag_neg_savings
app_439,Benjamin Jackson,benjamin.jackson34@gmail.com,807-60-7784,192.168.98.253,10019,72.0,0.12,50675.0,True,4.2,61000.0,,1620,,,False,Male,1976-04-19,47.7,87000.0,False,False,False,False,False
app_307,Joseph Lee,joseph.lee69@aol.com,178-35-6543,10.189.246.72,10097,83.0,0.1,17420.0,True,6.1,57000.0,,482,,,False,Male,1990-07-26,33.4,53000.0,False,False,False,False,False
app_064,Paul Martin,paul.martin91@yahoo.com,500-65-1608,192.168.73.18,10009,64.0,0.37,40674.0,False,,,algorithm_risk_score,842,,,False,Male,1992-06-22,31.5,81000.0,False,False,False,False,False
app_101,Sandra Smith,sandra.smith99@icloud.com,937-72-8731,172.30.237.98,90255,0.0,0.3,15364.0,False,,,algorithm_risk_score,991,,,False,Female,1997-03-23,26.8,55000.0,False,False,False,False,False
app_133,Frank Harris,frank.harris11@outlook.com,507-24-3732,172.25.65.254,10022,72.0,0.16,33883.0,False,,,algorithm_risk_score,726,,,False,Male,1989-10-07,34.2,70000.0,False,False,False,False,False
app_214,Christine Miller,christine.miller65@mail.com,929-57-7649,172.17.208.126,90277,84.0,0.31,41962.0,True,4.1,57000.0,,786,debt_consolidation,,False,Female,1962-08-26,61.3,116000.0,False,False,False,False,False
app_078,Rebecca Wilson,rebecca.wilson4@gmail.com,854-84-6365,172.30.31.154,90299,19.0,0.26,14054.0,False,,,insufficient_credit_history,294,,,False,Female,1997-02-25,26.8,47000.0,False,False,False,False,False
app_317,Stephen Mitchell,stephen.mitchell26@yahoo.com,805-56-9241,172.16.60.139,10057,105.0,0.22,19039.0,True,4.9,80000.0,,771,,,False,Male,1981-10-27,42.2,45000.0,False,False,False,False,False
app_173,Sarah Hall,sarah.hall95@hotmail.com,131-14-4051,10.168.245.226,90277,60.0,0.05,62581.0,False,,,algorithm_risk_score,1537,,2024-01-15T00:00:00Z,False,Female,1979-07-18,44.5,115000.0,False,False,False,False,False
app_352,Deborah Miller,deborah.miller59@aol.com,514-30-3461,10.149.249.118,90209,110.0,0.32,25826.0,True,4.4,58000.0,,741,,,False,Female,1961-11-04,62.2,104000.0,False,False,False,False,False
app_289,Alexander Thompson,alexander.thompson21@mail.com,161-62-3645,10.115.225.196,10080,93.0,0.42,33650.0,True,4.1,29000.0,,361,,,False,Male,1979-04-20,44.7,77000.0,False,False,False,False,False
app_458,Frank Rivera,frank.rivera78@gmail.com,493-26-1934,192.168.143.14,10006,45.0,0.37,28672.0,True,4.3,45000.0,,671,,,False,Male,1978-02-16,45.9,90000.0,False,False,False,False,False
app_080,James Torres,james.torres4@yahoo.com,951-51-4647,10.222.104.77,10075,58.0,0.39,18138.0,True,3.1,37000.0,,1135,,,False,Male,1989-08-01,34.4,111000.0,False,False,False,False,False
app_075,Margaret Williams,,,,,29.0,0.15,25894.0,True,5.1,22000.0,,1062,,,True,,,,61000.0,False,False,False,False,False
app_212,Amy Flores,amy.flores63@outlook.com,654-72-8456,172.17.7.50,90231,25.0,0.2,20787.0,False,,,algorithm_risk_score,81,personal,,False,Female,1997-12-09,26.1,50000.0,False,False,False,False,False
app_369,Patricia Nelson,patricia.nelson33@protonmail.com,557-16-4712,172.24.111.38,90259,35.0,0.17,33980.0,False,,,algorithm_risk_score,933,,,False,Female,1985-01-03,39.0,102000.0,False,False,False,False,False
app_452,Nancy Young,nancy.young58@protonmail.com,645-69-5977,192.168.219.132,90221,67.0,0.07,24654.0,False,,,algorithm_risk_score,1108,,,False,Female,1994-03-25,29.8,66000.0,False,False,False,False,False
app_127,Brandon Taylor,brandon.taylor17@yahoo.com,708-16-1511,172.22.250.112,90261,78.0,0.15,28164.0,True,5.9,53000.0,,1699,,,False,Male,1968-12-30,55.0,73000.0,False,False,False,False,False
app_167,Emma Williams,emma.williams6@icloud.com,406-96-8493,172.31.200.173,90214,32.0,0.17,55374.0,False,,,algorithm_risk_score,1106,,2024-01-15T00:00:00Z,False,Female,1983-05-10,40.6,105000.0,False,False,False,False,False
app_274,Samantha Williams,samantha.williams57@icloud.com,437-17-2802,10.182.73.70,90235,51.0,0.39,27953.0,True,5.6,65000.0,,729,,,False,Female,1986-11-20,37.1,89000.0,False,False,False,False,False
app_422,Kathleen Flores,kathleen.flores42@yahoo.com,455-19-2179,192.168.210.173,90284,80.0,0.37,30248.0,False,,,algorithm_risk_score,322,,,False,Female,1981-08-17,42.4,108000.0,False,False,False,False,False
app_280,Benjamin Thomas,benjamin.thomas34@icloud.com,235-66-1824,172.17.156.231,10046,13.0,0.24,14728.0,False,,,insufficient_credit_history,275,,,False,Male,1987-02-06,36.9,57000.0,False,False,False,False,False
app_276,Sarah Harris,sarah.harris19@icloud.com,965-43-3270,192.168.198.87,90260,0.0,0.13,3388.0,False,,,algorithm_risk_score,840,,,False,Female,1995-05-07,28.7,30000.0,False,False,False,False,False
app_386,Angela Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,90283,96.0,0.35,41312.0,True,4.7,66000.0,,350,,,False,Female,1968-03-20,55.8,84000.0,False,False,False,False,False
app_178,Brandon Harris,brandon.harris4@outlook.com,262-63-6057,192.168.200.5,10027,44.0,0.13,20921.0,True,3.8,44000.0,,759,,2024-01-15T00:00:00Z,False,Male,1997-07-20,26.5,52000.0,False,False,False,False,False
app_441,Katherine King,katherine.king17@outlook.com,568-34-9570,192.168.25.187,90268,20.0,0.12,23593.0,True,2.6,74000.0,,894,,,False,Female,1986-12-05,37.1,110000.0,False,False,False,False,False
app_285,Elizabeth Garcia,elizabeth.garcia70@mail.com,105-34-6367,192.168.188.222,90226,16.0,0.17,13622.0,True,2.5,48000.0,,869,,,False,Female,1987-06-28,36.5,75000.0,False,False,False,False,False
app_232,Susan Williams,susan.williams56@protonmail.com,990-44-6079,192.168.82.109,90218,60.0,0.1,31187.0,True,2.8,48000.0,,826,personal,,False,Female,1985-03-04,38.8,129000.0,False,False,False,False,False
app_420,Betty Allen,betty.allen48@gmail.com,543-66-7870,172.24.54.162,10087,23.0,0.14,19007.0,True,3.4,66000.0,,65,,,False,Female,1988-04-06,35.7,81000.0,False,False,False,False,False
app_130,Jennifer Wright,jennifer.wright10@mail.com,286-43-9771,172.27.3.208,90252,62.0,0.09,30902.0,False,,,algorithm_risk_score,2073,,,False,Female,1981-10-03,42.2,135000.0,False,False,False,False,False
app_169,Brian Brown,brian.brown29@icloud.com,566-85-7180,10.10.233.92,10014,45.0,0.11,61833.0,True,4.4,28000.0,,623,,2024-01-15T00:00:00Z,False,Male,1986-12-06,37.1,85000.0,False,False,False,False,False
app_108,Timothy Thomas,timothy.thomas35@yahoo.com,829-65-3490,10.226.135.76,10057,62.0,0.42,29257.0,True,4.2,44000.0,,383,,,False,Male,1975-06-14,48.6,93000.0,False,False,False,False,False
app_497,Patrick Wilson,patrick.wilson77@hotmail.com,655-58-3025,10.131.43.18,90233,4.0,0.1,21540.0,False,,,algorithm_risk_score,423,,,False,Male,1994-04-20,29.7,48000.0,False,False,False,False,False
app_174,Katherine Baker,katherine.baker50@outlook.com,405-23-3195,192.168.75.133,90237,31.0,0.34,34731.0,True,2.7,33000.0,,98,,2024-01-15T00:00:00Z,False,Female,1990-01-15,34.0,98000.0,False,False,False,False,False
app_010,Barbara Rodriguez,barbara.rodriguez33@icloud.com,624-58-7406,10.100.68.10,90250,62.0,0.25,6824.0,False,,,algorithm_risk_score,866,,,False,Female,1996-09-07,27.3,44000.0,False,False,False,False,False
app_486,Nicholas Garcia,nicholas.garcia36@gmail.com,109-41-3092,192.168.244.27,10040,95.0,0.09,35264.0,True,2.9,64000.0,,777,,,False,Male,1963-09-15,60.3,79000.0,False,False,False,False,False
app_367,Heather Davis,heather.davis33@icloud.com,618-61-5297,192.168.21.66,90212,64.0,0.33,36196.0,True,2.7,76000.0,,917,,,False,Female,1979-08-04,44.4,97000.0,False,False,False,False,False
app_360,Eric Brown,eric.brown89@hotmail.com,659-91-9371,172.24.47.60,30007,104.0,0.13,31281.0,True,2.8,53000.0,,582,,,False,Male,1971-12-16,52.0,107000.0,False,False,False,False,False
app_115,Maria Mitchell,maria.mitchell17@yahoo.com,799-16-1536,10.101.190.145,90294,52.0,0.07,82257.0,True,3.6,23000.0,,239,,,False,Female,1977-02-09,46.9,123000.0,False,False,False,False,False
app_084,Pamela Scott,pamela.scott14@icloud.com,478-77-8200,10.162.27.170,90279,54.0,0.4,78286.0,True,4.0,50000.0,,217,,,False,Female,1986-03-24,37.8,160000.0,False,False,False,False,False
app_491,Mary Harris,mary.harris76@protonmail.com,945-13-9714,10.78.4.251,10048,100.0,0.1,30078.0,False,,,algorithm_risk_score,792,,,False,Female,1974-01-17,50.0,79000.0,False,False,False,False,False
app_065,Amy Sanchez,amy.sanchez67@mail.com,684-77-5305,10.60.248.190,10070,41.0,0.37,30645.0,False,,,algorithm_risk_score,2110,,,False,Female,1992-10-08,31.2,109000.0,False,False,False,False,False
app_148,Shirley Davis,shirley.davis62@icloud.com,384-17-7019,10.121.226.226,90261,72.0,0.37,35207.0,True,3.3,25000.0,,1606,,2024-01-15T00:00:00Z,False,Female,1982-08-11,41.4,122000.0,False,False,False,False,False
app_028,Brenda Robinson,brenda.robinson48@mail.com,636-75-6279,172.21.129.236,10003,60.0,0.2,38832.0,False,,,algorithm_risk_score,145,,,False,Female,1985-09-06,38.3,90000.0,False,False,False,False,False
app_272,Rebecca Rivera,rebecca.rivera38@outlook.com,160-39-1506,10.75.157.206,90227,70.0,0.41,34365.0,False,,,algorithm_risk_score,372,,,False,Female,1982-03-02,41.8,79000.0,False,False,False,False,False
app_263,Jeffrey Green,jeffrey.green8@hotmail.com,183-73-3729,172.26.114.52,10055,64.0,0.07,39627.0,True,5.0,68000.0,,372,,,False,Male,1983-12-16,40.0,153000.0,False,False,False,False,False
app_160,George Thompson,george.thompson36@aol.com,904-48-6710,192.168.48.92,10056,18.0,0.18,58748.0,True,2.8,31000.0,,1011,,2024-01-15T00:00:00Z,False,Male,1982-12-29,41.0,80000.0,False,False,False,False,False
app_228,Emily Walker,emily.walker42@outlook.com,175-63-6572,192.168.253.184,90280,58.0,0.42,25883.0,True,3.5,35000.0,,996,vacation,,False,Female,1987-12-14,36.0,70000.0,False,False,False,False,False
app_076,Sarah Taylor,sarah.taylor74@icloud.com,773-71-1401,172.27.159.52,90285,35.0,0.43,13607.0,False,,,insufficient_credit_history,801,,,False,Female,1990-12-28,33.0,66000.0,False,False,False,False,False
app_410,Edward Mitchell,edward.mitchell78@hotmail.com,330-61-3858,192.168.30.200,10051,6.0,0.24,30498.0,True,4.9,41000.0,,1038,,,False,Male,1995-06-21,28.5,66000.0,False,False,False,False,False
app_208,James Martin,james.martin69@hotmail.com,155-19-6776,172.17.130.224,10061,92.0,0.34,21594.0,True,2.8,26000.0,,909,education,,False,Male,1966-10-28,57.2,97000.0,False,False,False,False,False
app_279,Joseph Scott,joseph.scott2@yahoo.com,448-37-9481,172.18.113.220,30012,76.0,0.39,4974.0,True,5.4,15000.0,,1707,,,False,Male,1982-12-11,41.1,75000.0,False,False,False,False,False
app_241,Helen Anderson,helen.anderson61@mail.com,852-81-4532,192.168.33.162,90230,103.0,0.44,31709.0,True,5.8,18000.0,,1077,personal,,False,Female,1964-07-10,59.5,96000.0,False,False,False,False,False
app_054,Jack Martin,jack.martin17@protonmail.com,944-51-9855,192.168.146.66,10043,16.0,0.26,28260.0,True,6.3,61000.0,,566,,,False,Male,1995-12-10,28.1,86000.0,False,False,False,False,False
app_195,Mark Campbell,mark.campbell36@aol.com,730-25-4224,192.168.3.184,10005,0.0,0.29,19373.0,True,5.1,77000.0,,1550,,2024-01-15T00:00:00Z,False,Male,1992-03-26,31.8,61000.0,False,False,False,False,False
app_015,Michael Lopez,michael.lopez67@yahoo.com,752-48-9134,192.168.244.94,10061,96.0,0.4,76692.0,False,,,algorithm_risk_score,1269,,,False,Male,1985-11-09,38.1,118000.0,False,False,False,False,False
app_039,Robert Anderson,robert.anderson1@hotmail.com,892-10-2689,192.168.126.225,90249,73.0,0.29,62951.0,False,,,algorithm_risk_score,513,,,False,Male,1978-09-30,45.3,137000.0,False,False,False,False,False
app_492,Cynthia Garcia,cynthia.garcia42@mail.com,809-99-1251,172.25.153.215,90225,0.0,0.09,9578.0,False,,,algorithm_risk_score,915,,,False,Female,1994-03-03,29.8,46000.0,False,False,False,False,False
app_093,Margaret Allen,margaret.allen89@yahoo.com,343-37-9988,172.20.198.144,90230,36.0,0.08,16139.0,True,6.1,59000.0,,1195,,,False,Female,1983-01-01,41.0,137000.0,False,False,False,False,False
app_356,Gary Davis,gary.davis57@gmail.com,291-94-4709,10.171.154.188,10058,67.0,0.4,28596.0,True,5.9,37000.0,,171,,,False,Male,1987-01-17,37.0,69000.0,False,False,False,False,False
app_164,Brian Brown,brian.brown61@yahoo.com,586-29-4288,192.168.240.12,10004,117.0,0.14,34221.0,True,4.1,62000.0,,1446,,2024-01-15T00:00:00Z,False,Male,1978-10-04,45.2,101000.0,False,False,False,False,False
app_372,Kathleen Mitchell,kathleen.mitchell10@outlook.com,381-49-1110,192.168.116.86,90229,115.0,0.22,22843.0,False,,,algorithm_risk_score,582,,,False,Female,1967-03-11,56.8,77000.0,False,False,False,False,False
app_460,Helen Ramirez,helen.ramirez17@yahoo.com,993-57-7662,10.10.20.83,90266,19.0,0.41,28777.0,False,,,insufficient_credit_history,438,,,False,Female,1988-05-31,35.6,85000.0,False,False,False,False,False
app_436,Amanda Torres,amanda.torres59@gmail.com,135-51-1195,172.18.137.22,90217,35.0,0.13,10311.0,True,3.9,63000.0,,339,,,True,Female,1998-06-02,25.6,,False,False,False,False,False
app_392,Emma Johnson,emma.johnson73@yahoo.com,518-98-9708,192.168.52.95,90217,0.0,0.16,25551.0,True,4.5,39000.0,,68,,,False,Female,1998-11-28,25.1,56000.0,False,False,False,False,False
app_264,Stephen Wright,stephen.wright37@yahoo.com,988-31-5993,172.20.59.38,10063,19.0,0.23,17902.0,True,4.3,39000.0,,802,,,False,Male,1996-04-07,27.7,50000.0,False,False,False,False,False
app_032,Andrew Martinez,andrew.martinez39@outlook.com,788-38-3158,172.26.119.18,30019,72.0,0.07,24282.0,True,5.5,75000.0,,2441,,,False,Male,1982-09-29,41.3,124000.0,False,False,False,False,False
app_483,Michael Sanchez,michael.sanchez85@aol.com,871-12-1159,192.168.5.114,10047,44.0,0.07,27423.0,True,6.5,80000.0,,474,,,False,Male,1975-09-11,48.3,99000.0,False,False,False,False,False
app_008,Karen Martin,karen.martin3@outlook.com,351-97-8739,10.234.196.212,90244,24.0,0.43,22882.0,True,3.6,51000.0,,881,,,False,Female,1993-07-12,30.5,80000.0,False,False,False,False,False
app_419,Timothy Hernandez,timothy.hernandez1@outlook.com,937-93-2440,172.30.247.166,10096,5.0,0.24,63180.0,False,,,algorithm_risk_score,966,,,False,Male,1987-09-18,36.3,125000.0,False,False,False,False,False
app_442,Amanda Wright,amanda.wright91@mail.com,735-49-5306,192.168.34.15,90232,88.0,0.11,13402.0,False,,,algorithm_risk_score,536,,,False,Female,1972-12-18,51.0,58000.0,False,False,False,False,False
app_493,Katherine Jones,katherine.jones30@hotmail.com,815-55-6710,172.28.130.54,90245,99.0,0.25,34716.0,True,4.1,24000.0,,1175,,,False,Female,1973-01-23,50.9,100000.0,False,False,False,False,False
app_416,Samuel Davis,samuel.davis97@mail.com,119-56-1715,10.203.158.136,10066,59.0,0.2,46148.0,False,,,algorithm_risk_score,1528,,,False,Male,1981-10-11,42.2,100000.0,False,False,False,False,False
app_119,Amy Hernandez,amy.hernandez98@protonmail.com,595-13-3321,172.30.159.145,90216,0.0,0.45,24617.0,False,,,algorithm_risk_score,761,,,False,Female,1991-12-21,32.0,74000.0,False,False,False,False,False
app_240,Maria Wright,maria.wright71@protonmail.com,391-67-6469,192.168.197.60,90209,83.0,0.14,59062.0,False,,,algorithm_risk_score,778,home_improvement,,False,Female,1974-11-27,49.1,130000.0,False,False,False,False,False
app_154,Michelle Perez,michelle.perez39@protonmail.com,372-23-4447,192.168.101.97,30015,65.0,0.09,86849.0,True,6.5,15000.0,,60,,2024-01-15T00:00:00Z,False,Female,1985-12-16,38.0,119000.0,False,False,False,False,False
app_166,Amy Harris,amy.harris92@mail.com,262-99-5707,192.168.208.6,90247,54.0,0.13,35023.0,False,,,algorithm_risk_score,685,,2024-01-15T00:00:00Z,False,Female,1978-08-03,45.4,118000.0,False,False,False,False,False
app_100,George Campbell,george.campbell53@outlook.com,438-48-3242,172.29.10.254,10001,99.0,0.22,36346.0,True,2.8,19000.0,,647,,,False,Male,1962-05-01,61.7,79000.0,False,False,False,False,False
app_107,George Garcia,george.garcia38@outlook.com,565-34-4484,172.30.66.2,10087,105.0,0.3,37143.0,False,,,algorithm_risk_score,1438,,,False,Male,1960-01-12,64.0,91000.0,False,False,False,False,False
app_088,Susan Martinez,susan.martinez83@protonmail.com,780-24-9300,172.23.224.13,90229,55.0,0.43,29118.0,False,,,algorithm_risk_score,339,,,False,Female,1986-10-15,37.2,55000.0,False,False,False,False,False
app_114,Shirley Thompson,shirley.thompson14@hotmail.com,841-69-3137,172.20.125.54,90204,52.0,0.12,23554.0,True,3.9,50000.0,,1080,,,False,Female,1991-03-01,32.8,75000.0,False,False,False,False,False
app_421,Donald Baker,donald.baker60@icloud.com,344-50-4287,192.168.147.249,10027,44.0,0.06,5018.0,True,6.0,45000.0,,1424,,,True,Male,1982-07-17,41.5,,False,False,False,False,False
app_323,Michael Thompson,michael.thompson45@gmail.com,862-33-2796,172.26.169.208,10090,92.0,0.4,27746.0,True,3.9,80000.0,,198,,,False,Male,1981-11-08,42.1,113000.0,False,False,False,False,False
app_288,Susan Young,susan.young22@mail.com,159-19-1765,192.168.114.250,90252,71.0,0.27,23054.0,True,5.5,67000.0,,434,,,False,Female,1962-11-05,61.2,88000.0,False,False,False,False,False
app_396,Katherine Harris,katherine.harris16@outlook.com,174-24-9597,10.14.75.95,10027,124.0,0.2,33232.0,True,5.4,40000.0,,1188,,,False,Female,1976-01-28,47.9,96000.0,False,False,False,False,False
app_371,Sarah Walker,sarah.walker95@mail.com,142-97-2132,10.57.113.229,90250,12.0,0.11,59032.0,False,,,algorithm_risk_score,1003,,,False,Female,1995-02-23,28.9,76000.0,False,False,False,False,False
app_479,Sandra Jones,sandra.jones59@outlook.com,424-34-1670,172.25.239.70,90205,56.0,0.11,15630.0,False,,,algorithm_risk_score,136,,,True,Female,1983-11-08,40.1,,False,False,False,False,False
app_149,Linda Nguyen,linda.nguyen56@protonmail.com,183-95-4538,10.251.107.38,90224,72.0,0.2,48329.0,True,5.1,29000.0,,946,,2024-01-15T00:00:00Z,False,Female,1978-11-10,45.1,132000.0,False,False,False,False,False
app_260,Thomas Hill,thomas.hill26@aol.com,855-44-3925,10.149.26.211,10035,66.0,0.2,1358.0,False,,,algorithm_risk_score,1135,,,False,Male,1967-10-09,56.2,36000.0,False,False,False,False,False
app_079,Elizabeth Hernandez,elizabeth.hernandez71@yahoo.com,112-96-1187,192.168.93.154,90280,102.0,0.31,32958.0,False,,,high_dti_ratio,1563,,,False,Female,1972-12-28,51.0,97000.0,False,False,False,False,False
app_251,Daniel Nelson,daniel.nelson71@protonmail.com,418-57-7031,192.168.70.66,10096,19.0,0.31,27789.0,False,,,algorithm_risk_score,1788,,,False,Male,1984-12-25,39.0,98000.0,False,False,False,False,False
app_404,Thomas Mitchell,thomas.mitchell21@aol.com,543-21-6993,172.30.59.137,10017,31.0,0.32,2729.0,True,5.9,69000.0,,1166,,,False,Male,1985-11-10,38.1,91000.0,False,False,False,False,False
app_247,Dorothy Torres,dorothy.torres17@aol.com,850-95-2871,192.168.138.165,90231,0.0,0.21,22335.0,False,,,algorithm_risk_score,1124,wedding,,False,Female,1999-06-16,24.5,64000.0,False,False,False,False,False
app_162,Eric Rodriguez,eric.rodriguez1@hotmail.com,122-21-5695,10.53.239.200,10066,47.0,0.3,10407.0,True,2.7,71000.0,,1117,,2024-01-15T00:00:00Z,False,Male,1991-12-11,32.1,55000.0,False,False,False,False,False
app_029,Rebecca Jackson,rebecca.jackson30@icloud.com,756-86-3510,172.31.169.14,10035,37.0,0.45,23075.0,True,3.1,48000.0,,258,,,False,Female,2001-03-23,22.8,46000.0,False,False,False,False,False
app_345,Justin White,justin.white92@yahoo.com,845-23-1957,192.168.91.204,10041,42.0,0.34,25288.0,False,,,algorithm_risk_score,122,,,False,Male,1978-08-20,45.4,60000.0,False,False,False,False,False
app_059,Jack Lewis,jack.lewis27@hotmail.com,134-13-3673,10.132.239.142,10029,50.0,0.3,40581.0,False,,,algorithm_risk_score,234,,,False,Male,1992-11-21,31.1,103000.0,False,False,False,False,False
app_484,Samuel Green,samuel.green79@gmail.com,497-67-8063,10.113.219.15,10001,27.0,0.27,10775.0,True,3.2,34000.0,,979,,,False,Male,1990-08-10,33.4,69000.0,False,False,False,False,False
app_346,Gary Martinez,gary.martinez58@protonmail.com,986-28-6936,172.21.15.191,90276,60.0,0.25,38125.0,False,,,algorithm_risk_score,752,,,False,Male,1979-10-29,44.2,140000.0,False,False,False,False,False
app_297,Daniel Green,daniel.green70@gmail.com,845-77-4845,172.29.27.236,10028,84.0,0.38,30102.0,True,3.5,58000.0,,1590,,,False,Male,1983-02-18,40.9,81000.0,False,False,False,False,False
app_223,Edward Nguyen,edward.nguyen90@yahoo.com,728-35-5170,10.162.20.136,10040,0.0,0.26,4528.0,True,5.1,40000.0,,112,medical,,False,Male,2000-12-28,23.0,57000.0,False,False,False,False,False
app_052,Kenneth Campbell,kenneth.campbell16@protonmail.com,255-10-9021,192.168.174.67,10052,119.0,0.11,38008.0,True,3.0,22000.0,,328,,,False,Male,1965-05-05,58.7,91000.0,False,False,False,False,False
app_261,Raymond Hall,raymond.hall45@hotmail.com,129-78-7265,10.137.212.135,10041,59.0,0.38,23287.0,False,,,algorithm_risk_score,604,,,False,Male,1972-12-28,51.0,63000.0,False,False,False,False,False
app_407,Jacob Ramirez,jacob.ramirez30@aol.com,458-36-1005,192.168.53.145,10076,31.0,0.26,32341.0,False,,,algorithm_risk_score,1439,,,False,Male,1990-11-09,33.1,74000.0,False,False,False,False,False
app_014,Pamela Gonzalez,pamela.gonzalez4@mail.com,622-41-3198,192.168.120.82,10086,35.0,0.45,9647.0,False,,,algorithm_risk_score,339,,,False,Female,1995-01-14,29.0,112000.0,False,False,False,False,False
app_143,David Wilson,david.wilson94@hotmail.com,855-76-9652,192.168.180.240,10048,113.0,0.28,23503.0,True,6.4,66000.0,,791,,2024-01-15T00:00:00Z,False,Male,1958-12-21,65.0,66000.0,False,False,False,False,False
app_036,Betty Hall,betty.hall38@hotmail.com,427-27-7779,10.141.198.139,90227,18.0,0.4,77318.0,True,3.3,49000.0,,723,,,False,Female,1988-03-31,35.8,141000.0,False,False,False,False,False
app_145,Carolyn Robinson,carolyn.robinson18@outlook.com,887-80-6350,10.99.68.231,90297,26.0,0.43,17930.0,False,,,algorithm_risk_score,826,,2024-01-15T00:00:00Z,False,Female,1990-10-04,33.2,85000.0,False,False,False,False,False
app_128,Thomas Scott,thomas.scott58@mail.com,857-88-7567,10.5.184.205,10078,81.0,0.4,73842.0,False,,,high_dti_ratio,199,,,False,Male,1985-04-02,38.7,94000.0,False,False,False,False,False
app_016,Gary Wilson,gary.wilson85@yahoo.com,780-24-9300,192.168.20.42,10091,71.0,0.37,86599.0,False,,,algorithm_risk_score,485,,,False,Male,1959-12-11,64.1,123000.0,False,False,False,False,False
app_144,Nicholas Taylor,nicholas.taylor14@icloud.com,745-28-4842,10.176.136.112,10024,0.0,0.27,23970.0,True,6.2,39000.0,,513,,2024-01-15T00:00:00Z,False,Male,1996-09-14,27.3,56000.0,False,False,False,False,False
app_134,Brandon Moore,brandon.moore99@aol.com,714-64-1550,10.236.143.233,10048,60.0,0.12,24889.0,True,6.0,69000.0,,595,,,False,Male,1993-10-06,30.2,98000.0,False,False,False,False,False
app_238,Andrew Carter,andrew.carter41@protonmail.com,760-94-9485,10.39.210.182,10057,112.0,0.17,65612.0,False,,,algorithm_risk_score,2094,business,,False,Male,1988-03-11,35.8,131000.0,False,False,False,False,False
